2014-06-28 00:00:00,New TFlex system deployed at KE012.  FW v 1.12 140211.  JAK
2015-09-07 11:34:12,Recovered from KE-012.  Failed in April 2015.  System was at FLEX> prompt when connected to laptop upon recovery.  Configuration information was garbled.  No obvious cause.  JAK
2016-04-21 09:16:20,"Cause of issue noted 9/7/15 likely due to minor water intrusion through RF antenna port.  Sealed threads with ""Blue-75.""  JAK"
2017-07-27 15:56:48,Deployed KE015  KE1-17-BF - Pb
