2014-06-15 00:00:00,New TFlex system.  JAK
2016-08-18 08:30:13,Deployed at PA 010 on 06/15/16. DK
2017-06-30 10:26:58,Recovered PA010A P1-17-TU - Pb
2017-06-30 10:26:58,Recovered PA010A P1-17-TU - Pb
