2008-12-02 15:00:38,"Previously known as ""KEO"", deployed KE005
Wired for Druck, SWR/LWR
128MB
CPU board 4005
serial board 1005
met board 1005
RIG board 2005"
2007-06-01 12:00:00,"AT channel A/D cal:
-0.39877  .00024402
RH channel A/D cal:
-0.0015392   0.00026992
date VERY approximate"
